fecha,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,horaso2max_estacion29,horaso2max_estacion38,so2max_estacion38,target
1231,254,18.4,0.8,14.1,74,22.8,56,14.0,0.8,5.8,30,1.5,986.3,16,981.2,17,11,13,609.4893162393163,425.62113127001066
1245,254,19.6,1.6,15.1,26,24.0,54,25.0,1.7,8.3,50,4.6,981.2,16,974.5,22,11,13,609.4893162393163,425.62113127001066
1230,254,16.2,0.4,11.1,75,21.4,40,27.0,2.8,11.9,66,3.4,985.9,7,973.2,1,11,13,609.4893162393163,425.62113127001066
1228,254,13.9,0.0,9.7,25,18.1,54,30.0,0.8,6.4,136,2.8,989.3,7,985.9,10,11,13,609.4893162393163,425.62113127001066
1227,254,10.2,14.4,9.3,41,11.0,61,32.0,4.2,12.5,17,0.0,989.1,20,976.4,17,11,13,609.4893162393163,425.62113127001066
1226,254,13.5,0.6,10.2,82,16.8,55,99.0,1.1,5.8,71,1.8,980.6,7,973.6,1,11,13,609.4893162393163,425.62113127001066
1225,254,15.0,0.0,10.1,65,19.9,56,28.0,2.5,10.0,27,5.6,992.5,7,980.6,10,11,13,609.4893162393163,425.62113127001066
1224,254,16.6,0.0,9.1,81,24.2,54,27.0,1.1,8.3,70,9.0,993.3,11,989.5,15,11,13,609.4893162393163,425.62113127001066
1223,254,16.4,0.0,9.4,44,23.4,53,15.0,2.2,8.3,115,7.8,992.3,15,988.9,13,11,13,609.4893162393163,425.62113127001066
1222,254,16.2,0.0,9.4,64,23.0,56,12.0,1.9,6.4,86,8.5,992.3,15,988.7,13,11,13,609.4893162393163,425.62113127001066
1221,254,17.0,0.0,12.8,25,21.3,71,14.0,1.9,5.3,43,2.7,989.0,16,985.4,18,11,13,609.4893162393163,425.62113127001066
1220,254,17.6,0.0,11.1,30,24.1,56,10.0,1.1,4.7,28,5.9,989.6,7,985.7,1,11,13,609.4893162393163,425.62113127001066
1219,254,18.0,0.0,11.8,66,24.3,22,26.0,0.8,4.4,133,6.4,991.7,15,988.9,15,11,13,609.4893162393163,425.62113127001066
1218,254,18.4,0.0,14.2,25,22.6,40,34.0,3.1,13.1,72,7.8,991.9,19,989.3,0,11,13,609.4893162393163,425.62113127001066
1217,254,19.1,0.6,13.0,68,25.2,21,30.0,1.7,12.2,84,5.0,990.1,16,980.9,17,11,13,609.4893162393163,425.62113127001066
1216,254,20.0,3.4,15.7,25,24.3,35,28.0,3.6,13.3,136,4.7,980.9,16,970.4,17,11,13,609.4893162393163,425.62113127001066
1215,254,15.0,0.0,11.3,83,18.8,21,32.0,6.4,26.1,10,6.5,977.9,13,964.7,8,11,13,609.4893162393163,425.62113127001066
1246,254,17.8,3.2,12.1,25,23.4,22,28.0,5.3,15.8,60,4.3,977.5,16,972.1,18,11,13,609.4893162393163,425.62113127001066
1313,254,13.8,0.4,10.6,24,17.1,12,28.0,5.0,18.3,74,7.0,982.0,7,974.3,0,11,13,609.4893162393163,425.62113127001066
1348,254,13.2,0.2,9.7,57,16.7,71,30.0,3.1,11.1,80,5.8,984.8,19,979.9,17,11,13,609.4893162393163,425.62113127001066
1315,254,10.2,1.0,6.8,50,13.7,23,31.0,2.8,13.6,36,3.2,980.3,18,977.3,8,11,13,609.4893162393163,425.62113127001066
1407,254,9.8,3.4,5.9,40,13.7,7,30.0,5.0,16.4,113,4.7,986.9,7,978.0,0,11,13,609.4893162393163,425.62113127001066
1408,254,10.8,6.4,7.0,68,14.7,56,33.0,4.2,19.2,101,5.2,988.3,11,982.0,14,11,13,609.4893162393163,425.62113127001066
1410,254,8.4,0.0,6.1,61,10.8,59,33.0,6.1,19.2,90,5.7,985.9,4,982.4,5,11,13,609.4893162393163,425.62113127001066
1419,254,9.0,0.0,6.1,37,12.0,24,31.0,3.6,15.0,133,0.0,986.5,3,982.7,5,11,13,609.4893162393163,425.62113127001066
1422,254,10.7,5.2,6.7,48,14.7,56,31.0,3.9,14.7,63,6.4,985.3,16,976.0,17,11,13,609.4893162393163,425.62113127001066
1416,254,11.4,5.6,7.9,55,14.9,40,30.0,4.2,17.5,74,6.4,980.4,1,973.7,15,11,13,609.4893162393163,425.62113127001066
1424,254,9.6,0.2,5.8,74,13.5,26,32.0,3.9,18.3,130,4.8,975.1,16,967.3,12,11,13,609.4893162393163,425.62113127001066
1425,254,8.0,0.6,3.7,64,12.4,10,30.0,3.1,15.6,3,4.3,977.6,7,970.1,10,11,13,609.4893162393163,425.62113127001066
1420,254,8.1,0.0,3.5,83,12.7,35,28.0,2.2,10.0,87,4.8,983.3,19,977.5,10,11,13,609.4893162393163,425.62113127001066
1417,254,8.5,3.0,4.0,48,13.0,21,31.0,2.5,13.6,138,2.0,982.8,16,977.8,20,11,13,609.4893162393163,425.62113127001066
1405,254,8.6,0.0,5.9,36,11.2,62,31.0,6.9,16.9,18,7.0,986.2,7,978.2,10,11,13,609.4893162393163,425.62113127001066
1413,254,8.8,0.0,4.3,25,13.2,23,99.0,3.6,10.6,134,8.1,986.6,15,983.9,18,11,13,609.4893162393163,425.62113127001066
1404,254,6.6,0.6,1.2,69,12.0,56,15.0,2.2,7.2,90,6.8,984.0,16,977.9,18,11,13,609.4893162393163,425.62113127001066
1402,254,9.6,0.0,4.3,74,15.0,21,24.0,1.1,5.8,55,4.0,978.2,11,976.0,5,11,13,609.4893162393163,425.62113127001066
1379,254,8.0,7.0,4.7,24,11.3,41,13.0,4.2,11.4,70,0.0,977.2,16,960.1,21,11,13,609.4893162393163,425.62113127001066
1381,254,10.8,0.6,8.4,83,13.2,61,35.0,5.6,17.2,90,1.5,978.4,7,959.6,1,11,13,609.4893162393163,425.62113127001066
1382,254,11.1,0.6,7.6,39,14.6,23,31.0,4.7,12.5,99,5.9,983.4,19,978.3,10,11,13,609.4893162393163,425.62113127001066
1383,254,12.8,0.2,8.4,27,17.2,40,29.0,1.7,9.7,5,7.7,983.8,6,980.2,7,11,13,609.4893162393163,425.62113127001066
1385,254,12.9,0.0,6.8,67,19.0,71,14.0,1.9,6.7,87,5.6,983.1,16,975.1,20,11,13,609.4893162393163,425.62113127001066
1386,254,16.0,0.0,13.4,69,18.6,26,28.0,4.2,14.7,71,6.5,981.0,7,975.1,10,11,13,609.4893162393163,425.62113127001066
1387,254,15.4,0.0,12.2,79,18.6,58,26.0,4.2,14.2,115,4.7,984.1,19,980.5,9,11,13,609.4893162393163,425.62113127001066
1388,254,13.2,0.0,8.7,25,17.6,21,25.0,1.7,12.5,4,3.5,990.4,4,983.2,9,11,13,609.4893162393163,425.62113127001066
1391,254,12.4,1.2,7.0,64,17.9,34,33.0,1.9,15.3,61,4.7,990.3,16,981.9,19,11,13,609.4893162393163,425.62113127001066
1663,254,10.4,0.0,6.0,62,14.9,58,21.0,1.7,7.2,85,7.3,984.3,7,981.4,13,16,2,867.0,727.0
1563,254,9.1,0.0,4.5,68,13.7,23,32.0,4.2,13.9,96,7.8,990.1,4,984.2,10,17,12,731.0,556.0
1525,254,6.8,0.0,4.1,64,9.4,61,31.0,2.2,10.0,14,2.2,990.0,16,986.7,17,7,12,999.0,515.0
1558,254,7.4,6.4,4.9,76,9.8,73,30.0,2.5,8.9,128,0.0,986.7,16,980.1,12,12,9,804.0,553.0
1578,254,9.6,0.0,7.1,41,12.1,56,30.0,2.5,8.9,39,0.2,993.0,14,984.4,10,13,6,966.0,584.0
1618,254,10.8,0.0,5.4,25,16.1,56,31.0,1.1,6.1,85,7.3,994.8,19,991.6,13,9,12,966.0,649.0
1631,254,8.7,0.0,3.0,67,14.4,66,33.0,1.1,5.8,90,7.7,994.8,19,992.0,13,2,8,844.0,674.0
71,254,6.4,1.2,2.1,74,10.7,26,31.0,2.2,11.7,117,2.3,994.3,19,991.0,5,3,10,656.0,53.0
1443,254,10.4,0.0,6.6,83,14.2,23,32.0,5.3,17.2,113,4.5,998.7,3,993.4,15,15,3,768.0,438.0
1465,254,12.6,0.0,8.5,70,16.6,71,33.0,3.9,14.4,44,7.2,998.3,20,991.6,17,13,5,796.0,458.0
78,254,7.9,0.8,4.5,64,11.3,22,31.0,2.5,13.9,83,3.1,991.6,16,988.6,15,17,21,1656.0,63.0
1434,254,10.1,4.6,6.2,45,14.0,74,25.0,3.9,19.2,106,2.0,989.8,16,974.9,14,5,3,688.0,432.0
574,254,13.4,0.2,9.2,31,17.6,59,27.0,5.3,20.0,64,0.8,982.8,7,973.2,7,14,12,756.0,408.0
1526,254,13.4,0.0,9.8,67,17.0,58,25.0,3.6,14.4,127,7.4,986.7,19,982.5,9,10,3,812.0,516.0
76,254,13.0,0.0,8.4,41,17.6,21,25.0,3.6,13.6,39,7.8,984.5,16,980.7,17,17,9,1021.0,59.0
1555,254,9.8,0.0,7.3,49,12.2,60,14.0,4.4,13.1,111,0.0,980.8,16,971.4,14,10,2,612.0,549.0
1644,254,13.7,1.0,10.2,75,17.2,29,21.0,1.7,10.0,84,5.6,983.1,7,971.3,9,13,5,846.0,691.0
1606,254,12.2,0.0,7.4,75,16.9,29,14.0,1.9,6.9,57,6.6,987.9,19,983.1,10,16,2,904.0,629.0
1582,254,10.2,3.8,7.0,78,13.5,72,15.0,4.4,13.9,133,0.5,986.3,16,968.1,17,13,5,632.0,592.0
1503,254,15.7,0.8,11.7,71,19.7,28,24.0,2.5,18.9,114,0.6,972.1,19,964.2,1,6,12,779.0,487.0
74,254,13.6,5.4,9.7,17,17.4,60,29.0,5.3,26.1,78,1.1,972.5,7,966.0,19,7,9,589.0,57.0
480,254,14.5,0.2,10.9,61,18.1,66,31.0,5.3,21.4,73,2.4,990.5,7,972.1,10,16,12,603.0,369.0
1571,254,10.8,0.0,6.1,39,15.4,71,30.0,1.4,8.1,88,7.7,997.1,19,990.5,10,13,9,843.0,572.0
64,254,10.6,0.0,5.1,62,16.2,24,99.0,2.2,7.2,86,7.7,998.3,19,995.7,15,14,2,743.0,48.0
1669,254,10.4,0.0,4.3,67,16.5,61,16.0,0.6,4.2,71,7.7,996.4,16,992.4,12,9,6,946.0,745.0
1591,254,9.4,0.0,4.5,81,14.4,59,31.0,4.4,17.5,83,3.9,1000.2,4,993.1,10,3,4,782.0,608.0
1617,254,7.2,0.0,1.8,67,12.5,69,33.0,1.1,6.9,72,7.7,1000.3,19,997.8,19,13,7,846.0,648.0
1593,254,0.8,0.0,-1.3,74,2.9,6,15.0,1.7,6.4,94,0.0,1002.2,4,999.2,10,0,12,312.0,612.0
561,254,1.4,0.0,0.6,67,2.1,36,3.0,0.8,5.0,120,0.0,1004.2,19,1001.2,5,8,5,551.0,404.0
1612,254,2.0,0.0,1.0,41,3.1,67,15.0,1.4,5.3,114,0.0,1005.2,18,1002.2,9,22,3,512.0,639.0
554,254,2.3,0.0,1.5,62,3.1,12,18.0,1.7,5.6,16,0.0,1004.8,19,1002.4,12,15,5,529.0,402.0
1347,254,1.0,0.0,0.1,41,1.8,67,34.0,1.4,5.8,118,0.0,1004.5,18,1001.7,15,11,13,609.4893162393163,425.62113127001066
1349,254,0.2,0.0,-0.6,69,1.1,67,10.0,1.4,5.3,21,0.0,1003.1,19,1000.6,12,11,13,609.4893162393163,425.62113127001066
1350,254,4.3,0.0,-0.5,67,9.1,46,30.0,3.9,11.4,96,3.4,1003.4,19,1000.5,13,11,13,609.4893162393163,425.62113127001066
1351,254,8.6,0.0,3.6,67,13.6,29,35.0,3.9,13.6,48,7.3,1003.7,19,1001.0,12,11,13,609.4893162393163,425.62113127001066
1352,254,8.6,0.0,2.7,25,14.6,71,30.0,2.2,10.0,64,7.8,1001.7,16,996.7,13,11,13,609.4893162393163,425.62113127001066
1353,254,2.1,0.0,1.1,74,3.1,56,28.0,2.8,7.2,91,0.0,1001.5,3,998.5,15,11,13,609.4893162393163,425.62113127001066
1354,254,3.4,0.0,-0.7,9,7.4,69,26.0,1.1,4.7,110,2.9,1002.9,15,999.1,15,11,13,609.4893162393163,425.62113127001066
1355,254,2.3,0.0,0.5,62,4.1,56,15.0,1.9,6.4,17,0.0,1002.0,19,998.9,7,11,13,609.4893162393163,425.62113127001066
1356,254,2.2,0.0,0.7,62,3.6,72,31.0,1.9,8.9,50,0.0,999.8,16,993.9,12,11,13,609.4893162393163,425.62113127001066
1357,254,7.8,0.0,3.5,46,12.0,53,34.0,5.3,15.8,86,7.8,999.9,4,995.0,3,11,13,609.4893162393163,425.62113127001066
1358,254,7.0,0.0,1.5,25,12.4,56,30.0,2.2,11.4,107,7.8,1001.8,19,998.4,18,11,13,609.4893162393163,425.62113127001066
1359,254,5.0,0.0,-0.9,38,10.9,66,32.0,1.4,6.1,6,7.9,1001.2,19,998.0,12,11,13,609.4893162393163,425.62113127001066
1361,254,-1.0,0.0,-3.1,62,1.2,56,15.0,2.2,8.3,90,0.9,998.6,16,991.8,6,11,13,609.4893162393163,425.62113127001066
1375,254,1.1,0.0,-3.6,51,5.8,61,11.0,1.9,8.3,42,4.0,993.1,19,990.3,12,11,13,609.4893162393163,425.62113127001066
1362,254,3.6,0.0,-2.8,67,9.9,56,10.0,1.7,6.4,76,3.9,996.9,4,992.0,0,11,13,609.4893162393163,425.62113127001066
1363,254,6.6,0.2,-0.5,74,13.7,59,15.0,2.8,9.2,53,7.2,998.0,19,993.7,18,11,13,609.4893162393163,425.62113127001066
1364,254,10.6,0.0,4.6,62,16.5,34,28.0,3.3,14.4,8,5.4,1001.5,3,994.6,7,11,13,609.4893162393163,425.62113127001066
1365,254,8.0,2.8,3.6,65,12.3,26,32.0,3.1,13.3,42,3.1,1000.9,16,987.9,14,11,13,609.4893162393163,425.62113127001066
1366,254,5.7,1.0,2.9,25,8.5,66,32.0,6.1,15.8,36,1.1,997.0,7,988.4,7,11,13,609.4893162393163,425.62113127001066
1367,254,4.0,7.0,1.8,41,6.2,24,31.0,6.1,14.4,62,0.1,998.8,18,996.0,0,11,13,609.4893162393163,425.62113127001066
1368,254,2.8,42.8,0.7,44,4.9,60,31.0,4.2,11.4,74,0.0,998.2,16,990.3,18,11,13,609.4893162393163,425.62113127001066
1369,254,7.2,0.8,4.3,23,10.0,53,34.0,3.1,8.3,83,1.3,992.9,19,989.1,13,11,13,609.4893162393163,425.62113127001066
1370,254,8.6,0.0,5.6,37,11.6,26,13.0,1.9,8.6,43,4.5,992.4,14,988.5,7,11,13,609.4893162393163,425.62113127001066
1371,254,7.8,0.0,5.3,67,10.2,30,14.0,1.9,6.4,93,3.8,992.4,16,989.4,18,11,13,609.4893162393163,425.62113127001066
1372,254,9.5,12.6,6.1,47,12.9,53,12.0,1.7,7.5,86,2.6,990.1,14,986.5,15,11,13,609.4893162393163,425.62113127001066
1373,254,10.4,0.2,6.8,61,14.0,66,30.0,2.2,9.7,3,6.1,992.9,3,987.7,9,11,13,609.4893162393163,425.62113127001066
1374,254,7.8,0.0,2.7,64,12.9,62,24.0,2.8,14.4,144,3.2,992.5,16,987.6,19,11,13,609.4893162393163,425.62113127001066
1346,254,14.2,0.0,10.7,77,17.7,23,24.0,3.1,15.6,119,5.3,990.0,14,986.6,0,11,13,609.4893162393163,425.62113127001066
1345,254,14.2,0.0,8.8,62,19.5,31,27.0,1.1,11.7,50,5.2,992.6,18,989.5,13,11,13,609.4893162393163,425.62113127001066
1344,254,15.6,0.0,13.2,75,18.0,26,28.0,4.4,12.8,143,5.7,991.5,14,989.4,15,11,13,609.4893162393163,425.62113127001066
1343,254,14.5,0.4,8.0,69,21.0,61,28.0,2.2,9.2,87,8.2,992.7,19,989.7,13,11,13,609.4893162393163,425.62113127001066
1316,254,14.6,0.0,9.3,66,19.9,56,31.0,1.7,8.3,86,6.1,995.3,7,989.1,8,11,13,609.4893162393163,425.62113127001066
1317,254,15.9,0.0,9.3,62,22.5,56,27.0,1.7,11.1,112,8.4,999.1,4,994.9,0,11,13,609.4893162393163,425.62113127001066
1318,254,15.9,0.0,9.1,31,22.7,69,21.0,1.9,6.9,23,8.0,999.7,15,995.4,18,11,13,609.4893162393163,425.62113127001066
1319,254,13.1,0.0,8.7,41,17.5,58,32.0,6.7,20.8,117,7.8,1000.2,6,995.9,5,11,13,609.4893162393163,425.62113127001066
1320,254,9.1,0.0,4.0,25,14.2,55,33.0,3.1,18.3,28,8.5,1001.0,18,996.4,19,11,13,609.4893162393163,425.62113127001066
1321,254,7.6,0.0,0.7,83,14.6,31,14.0,1.9,7.8,71,8.5,996.8,16,992.4,13,11,13,609.4893162393163,425.62113127001066
1322,254,9.2,0.0,4.2,83,14.2,69,16.0,1.4,5.8,8,5.1,994.8,18,992.1,18,11,13,609.4893162393163,425.62113127001066
1323,254,7.0,0.0,1.8,28,12.1,24,14.0,1.7,5.6,83,7.3,996.5,4,992.8,12,11,13,609.4893162393163,425.62113127001066
1324,254,10.2,0.0,3.9,74,16.6,22,14.0,1.9,5.8,121,8.0,999.7,18,996.1,3,11,13,609.4893162393163,425.62113127001066
1325,254,14.0,0.0,6.5,74,21.5,22,28.0,2.2,11.4,32,8.7,999.4,18,995.2,13,11,13,609.4893162393163,425.62113127001066
1326,254,12.4,0.0,7.6,74,17.2,24,30.0,3.1,13.9,51,7.5,997.0,16,994.0,13,11,13,609.4893162393163,425.62113127001066
1327,254,12.6,0.0,10.3,49,15.0,58,27.0,1.9,6.4,76,0.4,995.1,15,991.6,15,11,13,609.4893162393163,425.62113127001066
1328,254,14.6,0.0,9.4,72,19.8,54,30.0,1.9,10.6,73,6.2,993.7,7,990.1,0,11,13,609.4893162393163,425.62113127001066
1329,254,13.0,0.0,8.0,62,18.0,71,30.0,2.5,9.4,76,8.7,996.1,18,993.2,18,11,13,609.4893162393163,425.62113127001066
1330,254,12.3,0.0,5.4,62,19.2,61,14.0,2.2,7.5,67,8.3,996.1,18,992.8,12,11,13,609.4893162393163,425.62113127001066
1331,254,12.0,0.0,5.2,74,18.9,54,14.0,3.9,9.7,115,8.1,996.3,15,992.1,13,11,13,609.4893162393163,425.62113127001066
1332,254,12.5,0.0,6.4,44,18.6,58,29.0,5.0,15.8,18,2.1,1002.0,7,993.1,2,11,13,609.4893162393163,425.62113127001066
1333,254,10.2,0.0,6.6,64,13.7,71,29.0,6.1,13.3,51,9.1,1002.6,19,999.5,13,11,13,609.4893162393163,425.62113127001066
1377,254,9.5,0.0,3.7,44,15.3,54,31.0,3.3,14.4,52,9.2,1002.5,15,996.5,17,11,13,609.4893162393163,425.62113127001066
1334,254,8.8,0.0,1.3,83,16.3,68,99.0,1.7,11.7,117,9.3,997.6,7,993.5,13,11,13,609.4893162393163,425.62113127001066
1335,254,12.1,0.0,6.3,66,17.9,69,31.0,2.5,11.4,105,9.0,1001.1,19,997.6,10,11,13,609.4893162393163,425.62113127001066
1336,254,11.9,0.0,3.3,79,20.5,31,31.0,1.9,7.5,112,9.5,1003.1,14,999.1,3,11,13,609.4893162393163,425.62113127001066
1337,254,11.7,0.0,2.9,81,20.5,55,30.0,1.7,5.3,104,9.5,1004.5,15,999.4,15,11,13,609.4893162393163,425.62113127001066
1338,254,11.8,0.0,2.7,69,21.0,68,20.0,1.4,8.3,68,9.6,999.9,16,989.7,17,11,13,609.4893162393163,425.62113127001066
1339,254,12.6,0.0,6.1,66,19.0,54,30.0,3.3,12.5,7,6.4,989.7,16,985.5,13,11,13,609.4893162393163,425.62113127001066
1340,254,11.5,0.0,7.7,69,15.3,29,35.0,4.4,15.8,99,9.4,990.9,6,987.9,13,11,13,609.4893162393163,425.62113127001066
1341,254,11.8,0.0,4.6,30,19.0,23,29.0,2.8,18.9,39,9.5,990.9,4,987.0,5,11,13,609.4893162393163,425.62113127001066
1342,254,15.2,0.0,9.2,74,21.3,53,29.843572241183164,1.7,12.327588168373143,71,7.860716348931254,989.7056250000014,16,984.4742045454552,18,11,13,609.4893162393163,425.62113127001066
1360,254,12.8,0.0,7.3,28,18.4,7,31.0,3.6,12.2,137,2.1,984.3,16,978.0,13,11,13,609.4893162393163,425.62113127001066
1376,254,16.2,1.6,11.6,79,20.8,24,28.0,4.4,18.6,53,7.6,981.4,16,971.3,17,11,13,609.4893162393163,425.62113127001066
1378,254,11.8,0.0,6.0,22,17.6,39,29.0,7.2,25.3,130,3.3,986.0,7,964.2,7,11,13,609.4893162393163,425.62113127001066
1406,254,10.8,2.0,3.8,49,17.8,18,31.0,7.5,19.7,17,4.3,987.7,7,976.5,5,11,13,609.4893162393163,425.62113127001066
1409,254,14.9,0.0,9.2,45,20.6,55,27.0,3.3,12.8,96,8.2,988.3,18,983.6,17,11,13,609.4893162393163,425.62113127001066
1411,254,13.9,0.6,8.0,25,19.8,66,27.0,6.4,21.1,55,3.9,983.6,16,975.9,11,11,13,609.4893162393163,425.62113127001066
1412,254,8.6,2.0,6.1,41,11.1,27,32.0,6.1,23.9,132,6.6,991.8,7,980.6,0,11,13,609.4893162393163,425.62113127001066
1414,254,10.4,0.0,5.7,82,15.2,69,31.0,8.6,21.7,104,7.7,995.0,3,991.3,0,11,13,609.4893162393163,425.62113127001066
1423,254,11.2,0.0,3.9,74,18.4,53,33.0,1.9,10.0,57,8.2,994.5,15,990.2,18,11,13,609.4893162393163,425.62113127001066
1418,254,12.4,0.0,9.1,66,15.6,23,33.0,7.2,21.9,6,9.6,995.5,14,992.9,1,11,13,609.4893162393163,425.62113127001066
1421,254,15.3,0.0,8.8,42,21.8,71,31.0,4.2,15.6,69,9.4,995.2,14,992.1,15,11,13,609.4893162393163,425.62113127001066
1380,254,17.0,0.0,7.5,39,26.6,25,31.0,1.4,6.9,51,10.1,994.3,15,989.5,15,11,13,609.4893162393163,425.62113127001066
1384,254,16.5,0.0,9.2,81,23.8,66,33.0,3.1,13.6,93,9.2,990.8,16,986.1,13,11,13,609.4893162393163,425.62113127001066
1389,254,14.6,0.0,9.8,25,19.3,56,99.0,5.0,13.9,98,9.5,990.8,14,988.0,13,11,13,609.4893162393163,425.62113127001066
1390,254,13.4,0.0,7.1,74,19.6,69,29.0,4.4,12.5,23,10.7,991.9,14,988.0,13,11,13,609.4893162393163,425.62113127001066
1394,254,11.3,14.6,4.3,66,18.3,62,15.0,3.9,12.2,33,5.6,989.0,16,979.9,18,11,13,609.4893162393163,425.62113127001066
1396,254,8.4,33.6,4.8,54,11.9,11,31.0,4.4,13.3,45,0.0,991.8,7,980.5,1,11,13,609.4893162393163,425.62113127001066
1397,254,11.4,0.4,8.9,41,13.8,55,99.0,1.7,5.8,44,0.6,999.3,3,991.6,9,11,13,609.4893162393163,425.62113127001066
1398,254,12.1,0.0,7.8,40,16.4,56,10.0,1.1,4.2,103,0.3,998.6,16,994.1,17,11,13,609.4893162393163,425.62113127001066
1399,254,12.6,0.0,7.0,64,18.2,25,14.0,2.2,10.3,143,7.8,994.1,16,988.4,18,11,13,609.4893162393163,425.62113127001066
1415,254,12.2,0.0,6.5,38,17.9,56,13.0,3.1,10.8,72,6.3,989.3,11,986.0,15,11,13,609.4893162393163,425.62113127001066
1403,254,11.6,0.0,4.9,39,18.3,56,13.0,2.2,7.5,99,9.8,986.0,16,980.1,18,11,13,609.4893162393163,425.62113127001066
1401,254,12.8,0.0,6.8,44,18.7,34,16.0,2.2,7.8,143,5.7,985.6,14,981.5,15,11,13,609.4893162393163,425.62113127001066
1400,254,13.2,0.2,9.7,37,16.6,55,12.0,2.2,8.6,32,2.2,989.2,7,985.5,15,11,13,609.4893162393163,425.62113127001066
1395,254,13.1,1.2,9.1,24,17.1,69,13.0,1.9,8.3,106,3.7,989.6,11,985.9,18,11,13,609.4893162393163,425.62113127001066
1393,254,8.8,0.0,5.0,16,12.5,69,16.0,2.5,9.4,105,4.8,987.3,19,982.5,17,11,13,609.4893162393163,425.62113127001066
1392,254,9.4,0.0,4.5,41,14.4,61,35.0,5.8,16.7,99,9.8,982.9,7,977.5,12,11,13,609.4893162393163,425.62113127001066
1181,254,9.2,0.0,2.7,34,15.8,32,28.0,1.7,5.6,99,9.5,986.0,14,982.8,13,11,13,609.4893162393163,425.62113127001066
1190,254,12.2,0.0,4.7,56,19.8,55,29.0,1.4,7.8,70,11.1,988.7,15,986.0,10,11,13,609.4893162393163,425.62113127001066
1179,254,13.3,0.0,8.5,66,18.1,23,33.0,7.8,19.4,143,10.2,988.2,16,983.9,13,11,13,609.4893162393163,425.62113127001066
1100,254,7.4,4.2,4.9,34,10.0,56,32.0,5.6,21.1,62,2.8,987.1,11,984.2,13,11,13,609.4893162393163,425.62113127001066
628,254,3.2,15.8,0.7,48,5.6,56,2.0,1.4,5.3,140,0.0,985.0,6,983.2,7,11,13,609.4893162393163,425.62113127001066
626,254,8.1,13.4,5.0,41,11.2,33,3.0,1.4,5.0,116,0.0,984.5,16,982.1,13,11,13,609.4893162393163,425.62113127001066
615,254,12.0,0.2,7.8,25,16.1,38,32.0,2.5,13.9,126,1.0,985.5,7,981.2,13,11,13,609.4893162393163,425.62113127001066
614,254,11.4,0.0,5.8,30,17.0,25,31.0,3.6,15.0,59,10.6,988.0,15,985.3,10,11,13,609.4893162393163,425.62113127001066
611,254,12.6,0.0,3.8,66,21.4,71,14.0,3.9,13.6,78,10.8,989.1,15,985.1,18,11,13,609.4893162393163,425.62113127001066
641,254,13.8,0.2,7.6,38,19.9,59,12.0,4.2,10.3,71,9.2,989.6,9,985.7,19,11,13,609.4893162393163,425.62113127001066
640,254,14.2,1.2,10.2,41,18.3,58,13.0,2.8,9.2,60,1.8,993.7,7,988.7,1,11,13,609.4893162393163,425.62113127001066
631,254,15.2,1.0,11.7,67,18.6,56,14.0,2.8,9.2,32,1.0,995.5,4,993.0,15,11,13,609.4893162393163,425.62113127001066
602,254,16.4,0.0,10.8,64,22.1,55,14.0,1.4,6.1,1,7.4,995.3,16,990.5,13,11,13,609.4893162393163,425.62113127001066
604,254,16.2,0.0,8.9,64,23.5,55,15.0,2.5,9.7,135,10.2,991.9,16,987.7,13,11,13,609.4893162393163,425.62113127001066
601,254,16.3,2.8,12.2,64,20.4,12,20.0,2.2,14.7,58,1.3,991.7,3,989.8,15,11,13,609.4893162393163,425.62113127001066
658,254,18.6,0.2,13.0,37,24.1,22,12.0,1.9,7.5,115,7.8,991.6,16,988.6,15,11,13,609.4893162393163,425.62113127001066
816,254,17.4,0.0,12.2,25,22.6,24,15.0,2.8,10.8,37,7.3,990.3,16,981.3,20,11,13,609.4893162393163,425.62113127001066
773,254,15.4,0.0,9.3,51,21.5,53,15.0,2.2,9.2,32,9.7,981.8,7,978.0,12,11,13,609.4893162393163,425.62113127001066
774,254,16.4,0.0,9.3,38,23.6,55,14.0,1.7,7.5,78,8.0,984.3,14,980.7,15,11,13,609.4893162393163,425.62113127001066
777,254,14.4,0.4,11.3,34,17.4,29,14.0,3.3,12.2,71,2.6,988.6,7,983.4,3,11,13,609.4893162393163,425.62113127001066
787,254,18.1,0.8,12.4,41,23.8,53,15.0,4.4,15.0,102,8.2,988.6,16,981.9,19,11,13,609.4893162393163,425.62113127001066
788,254,17.8,1.4,12.6,64,23.1,71,14.0,3.3,9.4,66,2.9,986.6,9,983.0,19,11,13,609.4893162393163,425.62113127001066
789,254,19.6,2.8,14.0,39,25.1,56,12.0,1.7,10.3,30,7.7,986.3,19,981.1,6,11,13,609.4893162393163,425.62113127001066
790,254,17.4,0.2,13.9,41,21.0,22,34.0,3.3,11.7,133,3.3,982.7,16,977.1,13,11,13,609.4893162393163,425.62113127001066
772,254,17.2,0.0,13.2,37,21.1,56,31.0,4.7,13.3,76,10.4,979.1,16,975.1,15,11,13,609.4893162393163,425.62113127001066
770,254,13.1,5.4,11.8,25,14.4,49,34.0,5.3,14.7,120,0.0,979.9,7,974.4,7,11,13,609.4893162393163,425.62113127001066
759,254,15.8,0.0,11.0,24,20.7,22,32.0,5.8,14.7,38,10.1,988.7,14,979.8,9,11,13,609.4893162393163,425.62113127001066
